,Precision_log,Recall_log
0,0.0022502888884383806,1.0
1,0.0022300612253172768,0.990990990990991
2,0.002230106436898125,0.990990990990991
3,0.0022301516503122213,0.990990990990991
4,0.002230196865559678,0.990990990990991
5,0.0022302420826406065,0.990990990990991
6,0.0022302873015551186,0.990990990990991
7,0.0022303325223033254,0.990990990990991
8,0.0022303777448853383,0.990990990990991
9,0.002230422969301269,0.990990990990991
10,0.00223046819555123,0.990990990990991
11,0.002230513423635331,0.990990990990991
12,0.0022305586535536857,0.990990990990991
13,0.002230603885306404,0.990990990990991
14,0.002230649118893598,0.990990990990991
15,0.0022306943543153796,0.990990990990991
16,0.0022307395915718603,0.990990990990991
17,0.0022307848306631515,0.990990990990991
18,0.002230830071589365,0.990990990990991
19,0.0022308753143506126,0.990990990990991
20,0.0022309205589470054,0.990990990990991
21,0.002230965805378656,0.990990990990991
22,0.002231011053645675,0.990990990990991
23,0.0022310563037481745,0.990990990990991
24,0.0022311015556862666,0.990990990990991
25,0.0022311468094600626,0.990990990990991
26,0.002231192065069674,0.990990990990991
27,0.002231237322515213,0.990990990990991
28,0.002231282581796791,0.990990990990991
29,0.00223132784291452,0.990990990990991
30,0.0022313731058685115,0.990990990990991
31,0.002231418370658877,0.990990990990991
32,0.002231463637285729,0.990990990990991
33,0.0022315089057491785,0.990990990990991
34,0.0022315541760493376,0.990990990990991
35,0.0022315994481863183,0.990990990990991
36,0.0022316447221602323,0.990990990990991
37,0.0022316899979711907,0.990990990990991
38,0.0022317352756193063,0.990990990990991
39,0.002231780555104691,0.990990990990991
40,0.0022318258364274557,0.990990990990991
41,0.0022318711195877124,0.990990990990991
42,0.002231916404585574,0.990990990990991
43,0.002231961691421151,0.990990990990991
44,0.0022320069800945558,0.990990990990991
45,0.0022320522706059005,0.990990990990991
46,0.002232097562955297,0.990990990990991
47,0.002232142857142857,0.990990990990991
48,0.0022321881531686925,0.990990990990991
49,0.002232233451032915,0.990990990990991
50,0.002232278750735637,0.990990990990991
51,0.0022323240522769705,0.990990990990991
52,0.002232369355657027,0.990990990990991
53,0.0022324146608759185,0.990990990990991
54,0.002232459967933757,0.990990990990991
55,0.0022325052768306544,0.990990990990991
56,0.002232550587566723,0.990990990990991
57,0.002232595900142074,0.990990990990991
58,0.0022326412145568207,0.990990990990991
59,0.002232686530811074,0.990990990990991
60,0.0022327318489049467,0.990990990990991
61,0.00223277716883855,0.990990990990991
62,0.0022328224906119965,0.990990990990991
63,0.002232867814225398,0.990990990990991
64,0.0022329131396788666,0.990990990990991
65,0.002232958466972514,0.990990990990991
66,0.0022330037961064532,0.990990990990991
67,0.002233049127080796,0.990990990990991
68,0.0022330944598956534,0.990990990990991
69,0.0022331397945511387,0.990990990990991
70,0.002233185131047364,0.990990990990991
71,0.0022332304693844403,0.990990990990991
72,0.002233275809562481,0.990990990990991
73,0.0022333211515815975,0.990990990990991
74,0.002233366495441902,0.990990990990991
75,0.0022334118411435067,0.990990990990991
76,0.002233457188686524,0.990990990990991
77,0.002233502538071066,0.990990990990991
78,0.0022335478892972446,0.990990990990991
79,0.002233593242365172,0.990990990990991
80,0.002233638597274961,0.990990990990991
81,0.002233683954026723,0.990990990990991
82,0.0022337293126205708,0.990990990990991
83,0.002233774673056616,0.990990990990991
84,0.0022338200353349716,0.990990990990991
85,0.002233865399455749,0.990990990990991
86,0.0022339107654190614,0.990990990990991
87,0.0022339561332250205,0.990990990990991
88,0.002234001502873738,0.990990990990991
89,0.0022340468743653275,0.990990990990991
90,0.0022340922476999005,0.990990990990991
91,0.002234137622877569,0.990990990990991
92,0.002234182999898446,0.990990990990991
93,0.0022342283787626436,0.990990990990991
94,0.002234273759470274,0.990990990990991
95,0.0022343191420214495,0.990990990990991
96,0.0022343645264162825,0.990990990990991
97,0.0022344099126548854,0.990990990990991
98,0.00223445530073737,0.990990990990991
99,0.00223450069066385,0.990990990990991
100,0.0022345460824344365,0.990990990990991
101,0.0022345914760492423,0.990990990990991
102,0.0022346368715083797,0.990990990990991
103,0.002234682268811962,0.990990990990991
104,0.0022347276679601,0.990990990990991
105,0.0022347730689529074,0.990990990990991
106,0.002234818471790496,0.990990990990991
107,0.0022348638764729785,0.990990990990991
108,0.0022349092830004674,0.990990990990991
