,fpr_log,tpr_log
0,0.0,0.0
1,0.0,0.018018018018018018
2,0.0,0.06306306306306306
3,1.406647817585911e-05,0.06306306306306306
4,1.406647817585911e-05,0.16216216216216217
5,4.219943452757733e-05,0.16216216216216217
6,4.219943452757733e-05,0.1981981981981982
7,5.626591270343644e-05,0.1981981981981982
8,5.626591270343644e-05,0.25225225225225223
9,7.033239087929556e-05,0.25225225225225223
10,7.033239087929556e-05,0.27927927927927926
11,8.439886905515466e-05,0.27927927927927926
12,8.439886905515466e-05,0.2972972972972973
13,9.846534723101377e-05,0.2972972972972973
14,9.846534723101377e-05,0.32432432432432434
15,0.00011253182540687288,0.32432432432432434
16,0.00011253182540687288,0.42342342342342343
17,0.000126598303582732,0.42342342342342343
18,0.000126598303582732,0.46846846846846846
19,0.0001406647817585911,0.46846846846846846
20,0.0001406647817585911,0.4864864864864865
21,0.0001547312599344502,0.4864864864864865
22,0.0001547312599344502,0.5045045045045045
23,0.00016879773811030933,0.5045045045045045
24,0.00016879773811030933,0.5315315315315315
25,0.00018286421628616842,0.5315315315315315
26,0.00018286421628616842,0.5495495495495496
27,0.00019693069446202754,0.5495495495495496
28,0.00019693069446202754,0.5675675675675675
29,0.00022506365081374576,0.5675675675675675
30,0.00022506365081374576,0.5855855855855856
31,0.000253196607165464,0.5855855855855856
32,0.000253196607165464,0.5945945945945946
33,0.0002672630853413231,0.5945945945945946
34,0.0002672630853413231,0.6036036036036037
35,0.0003094625198689004,0.6036036036036037
36,0.0003094625198689004,0.6126126126126126
37,0.00032352899804475953,0.6126126126126126
38,0.00032352899804475953,0.6486486486486487
39,0.0004079278670999142,0.6486486486486487
40,0.0004079278670999142,0.6756756756756757
41,0.000506393214330928,0.6756756756756757
42,0.000506393214330928,0.7027027027027027
43,0.0005204596925067871,0.7027027027027027
44,0.0005204596925067871,0.7117117117117117
45,0.0005345261706826462,0.7117117117117117
46,0.0005345261706826462,0.7207207207207207
47,0.0005485926488585053,0.7207207207207207
48,0.0005485926488585053,0.7297297297297297
49,0.0006329915179136599,0.7297297297297297
50,0.0006329915179136599,0.7387387387387387
51,0.0006470579960895191,0.7387387387387387
52,0.0006470579960895191,0.7477477477477478
53,0.0006611244742653782,0.7477477477477478
54,0.0006611244742653782,0.7567567567567568
55,0.001012786428661856,0.7567567567567568
56,0.001012786428661856,0.7657657657657657
57,0.0014207142957617701,0.7657657657657657
